epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,15118.4,0.40756,0.288,1.00476,0.99766,0.99899,0.99474,0.96375,0.30617,0.16482,0.88965,0.0011395,0.0011395,0.0011395
181,15193.8,0.40204,0.28417,0.99756,0.99768,0.99895,0.99474,0.96383,0.30593,0.16424,0.88951,0.00109,0.00109,0.00109
182,15269.1,0.40343,0.28029,0.99686,0.9973,0.99866,0.99474,0.96347,0.30576,0.16411,0.88935,0.0010405,0.0010405,0.0010405
183,15345,0.40323,0.28089,1.00063,0.99727,0.99866,0.99473,0.96365,0.30546,0.16406,0.88915,0.000991,0.000991,0.000991
184,15420.8,0.40098,0.28089,0.99606,0.99723,0.99866,0.99473,0.96381,0.30537,0.16385,0.889,0.0009415,0.0009415,0.0009415
185,15498.7,0.39863,0.27703,0.99559,0.99722,0.99868,0.99473,0.96417,0.30541,0.1637,0.88895,0.000892,0.000892,0.000892
186,15574.1,0.39889,0.28385,0.99614,0.9972,0.99867,0.99473,0.9642,0.30524,0.1635,0.88886,0.0008425,0.0008425,0.0008425
187,15649.9,0.39759,0.27899,0.99999,0.99716,0.99869,0.99473,0.96431,0.30514,0.16355,0.88878,0.000793,0.000793,0.000793
188,15725.3,0.39483,0.27768,0.99687,0.99721,0.99863,0.99471,0.96435,0.305,0.16332,0.88868,0.0007435,0.0007435,0.0007435
189,15802.1,0.39648,0.27459,0.99657,0.99718,0.99862,0.99471,0.96406,0.30498,0.16323,0.88868,0.000694,0.000694,0.000694
190,15882.1,0.39751,0.27528,0.99643,0.99719,0.99858,0.9947,0.96417,0.30491,0.16311,0.88862,0.0006445,0.0006445,0.0006445
191,15987,0.26087,0.16266,0.92185,0.99771,0.99855,0.99471,0.96387,0.30482,0.16325,0.88858,0.000595,0.000595,0.000595
192,16059.7,0.25622,0.15651,0.91617,0.99762,0.99855,0.99471,0.96373,0.30471,0.16348,0.88838,0.0005455,0.0005455,0.0005455
193,16132.7,0.25523,0.15296,0.91493,0.99762,0.99853,0.99471,0.96376,0.30454,0.16314,0.8882,0.000496,0.000496,0.000496
194,16205.3,0.25496,0.15286,0.91365,0.99762,0.99852,0.99474,0.96355,0.30435,0.16319,0.88805,0.0004465,0.0004465,0.0004465
195,16282.9,0.25158,0.14836,0.91108,0.99756,0.99856,0.99475,0.96358,0.30427,0.16301,0.88796,0.000397,0.000397,0.000397
196,16368.6,0.24697,0.14691,0.90881,0.99756,0.99853,0.99475,0.96391,0.30397,0.1627,0.88778,0.0003475,0.0003475,0.0003475
197,16449.7,0.24886,0.14543,0.90903,0.99754,0.99853,0.99475,0.96356,0.30381,0.16244,0.88757,0.000298,0.000298,0.000298
198,16529,0.24562,0.14451,0.90789,0.99753,0.99853,0.99475,0.96368,0.30367,0.1627,0.88734,0.0002485,0.0002485,0.0002485
199,16605.3,0.24316,0.14321,0.90767,0.99753,0.99849,0.99475,0.96367,0.3036,0.16274,0.88715,0.000199,0.000199,0.000199
200,16682,0.24495,0.14426,0.90367,0.99749,0.99849,0.99475,0.964,0.3034,0.16248,0.88691,0.0001495,0.0001495,0.0001495
