epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,15269.5,0.43286,0.35568,1.03505,0.99428,0.996,0.99484,0.96347,0.30193,0.16302,0.8911,0.000197401,0.000197401,0.000197401
178,15356.5,0.43144,0.35643,1.03458,0.99439,0.9957,0.99486,0.96335,0.30184,0.16292,0.89097,0.000193575,0.000193575,0.000193575
179,15442.8,0.42857,0.3553,1.0354,0.99432,0.99539,0.99486,0.96325,0.30178,0.16308,0.89088,0.000189905,0.000189905,0.000189905
180,15529.2,0.42821,0.35005,1.03245,0.99427,0.99488,0.99486,0.96325,0.3016,0.16285,0.89073,0.000186392,0.000186392,0.000186392
181,15615.6,0.42513,0.3502,1.03104,0.99273,0.99714,0.99486,0.9632,0.30145,0.16242,0.89064,0.000183037,0.000183037,0.000183037
182,15702,0.43189,0.35162,1.03834,0.99265,0.99716,0.99485,0.96306,0.30141,0.16232,0.89067,0.00017984,0.00017984,0.00017984
183,15788.4,0.42652,0.35344,1.03403,0.99267,0.99716,0.99485,0.9631,0.30128,0.16225,0.89051,0.000176802,0.000176802,0.000176802
184,15874.3,0.42923,0.35605,1.03515,0.99265,0.99715,0.99486,0.96291,0.30116,0.16237,0.89023,0.000173924,0.000173924,0.000173924
185,15961,0.43176,0.35794,1.03381,0.99264,0.99715,0.99486,0.96277,0.30103,0.16246,0.8901,0.000171206,0.000171206,0.000171206
186,16047.2,0.42465,0.3442,1.03311,0.9927,0.99715,0.99485,0.96279,0.30103,0.16242,0.89023,0.00016865,0.00016865,0.00016865
187,16133.4,0.43411,0.35534,1.04485,0.99269,0.99715,0.99485,0.96291,0.30101,0.16243,0.89029,0.000166256,0.000166256,0.000166256
188,16219.5,0.42199,0.34558,1.03106,0.99268,0.99716,0.99485,0.96296,0.30087,0.16242,0.89006,0.000164025,0.000164025,0.000164025
189,16305.4,0.42924,0.35255,1.04003,0.99271,0.99715,0.99485,0.96317,0.30071,0.16248,0.88989,0.000161956,0.000161956,0.000161956
190,16391.4,0.42163,0.34305,1.02771,0.9948,0.99469,0.99482,0.96342,0.30057,0.16256,0.88971,0.000160051,0.000160051,0.000160051
191,16508,0.25246,0.15377,0.92218,0.99486,0.99459,0.99483,0.96324,0.30055,0.16217,0.88964,0.00015831,0.00015831,0.00015831
192,16595.1,0.24799,0.14872,0.9155,0.99487,0.9944,0.99484,0.96339,0.30048,0.16218,0.88958,0.000156734,0.000156734,0.000156734
193,16682.7,0.2456,0.14653,0.91954,0.99496,0.99433,0.99484,0.96347,0.30035,0.16213,0.8895,0.000155323,0.000155323,0.000155323
194,16770.8,0.24503,0.14645,0.91782,0.99504,0.99435,0.99484,0.96371,0.3002,0.16159,0.88937,0.000154076,0.000154076,0.000154076
195,16860,0.24484,0.14441,0.91816,0.99511,0.99435,0.99485,0.96363,0.30009,0.16153,0.88928,0.000152996,0.000152996,0.000152996
196,16949.8,0.24272,0.14307,0.91516,0.99555,0.99477,0.99486,0.96375,0.30001,0.16181,0.88925,0.000152081,0.000152081,0.000152081
197,17038,0.23962,0.14285,0.91567,0.99557,0.99477,0.99486,0.96368,0.29986,0.16152,0.8891,0.000151332,0.000151332,0.000151332
198,17126.6,0.24129,0.14145,0.91733,0.9956,0.99475,0.99486,0.96378,0.29974,0.16097,0.88905,0.000150749,0.000150749,0.000150749
199,17214.7,0.2411,0.14162,0.914,0.99533,0.99491,0.99486,0.96387,0.29953,0.16052,0.88886,0.000150333,0.000150333,0.000150333
200,17303.7,0.24327,0.14143,0.91762,0.99484,0.99438,0.99485,0.96366,0.29936,0.15993,0.88872,0.000150083,0.000150083,0.000150083
