epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,8474.39,0.46805,0.38164,1.04422,0.99301,0.99758,0.99426,0.95731,0.32665,0.18758,0.91798,0.004258,0.004258,0.004258
118,8536.7,0.46695,0.37957,1.04861,0.99261,0.99729,0.9944,0.95766,0.32502,0.188,0.91594,0.0042085,0.0042085,0.0042085
119,8599.72,0.46453,0.36777,1.04573,0.99266,0.99711,0.99449,0.95765,0.32356,0.18682,0.91368,0.004159,0.004159,0.004159
120,8662.56,0.4636,0.37628,1.04158,0.99176,0.99642,0.99444,0.95843,0.32376,0.18516,0.91354,0.0041095,0.0041095,0.0041095
121,8725.66,0.46138,0.37051,1.04516,0.9924,0.9971,0.9942,0.95724,0.32318,0.18431,0.91266,0.00406,0.00406,0.00406
122,8789.29,0.4658,0.37176,1.04674,0.99207,0.99679,0.99407,0.9577,0.32178,0.18324,0.91189,0.0040105,0.0040105,0.0040105
123,8852.48,0.45963,0.36752,1.03925,0.99184,0.99826,0.99397,0.95829,0.32008,0.18178,0.91036,0.003961,0.003961,0.003961
124,8916,0.45923,0.36446,1.04109,0.99257,0.99676,0.99378,0.95953,0.31988,0.18147,0.91029,0.0039115,0.0039115,0.0039115
125,8979.15,0.46311,0.37065,1.04183,0.99305,0.99734,0.99413,0.95989,0.32076,0.18035,0.911,0.003862,0.003862,0.003862
126,9043.48,0.45343,0.36714,1.03757,0.99271,0.99775,0.99422,0.96041,0.32015,0.18189,0.91135,0.0038125,0.0038125,0.0038125
127,9107.56,0.45459,0.36392,1.04086,0.99306,0.99815,0.99421,0.96036,0.32075,0.18109,0.91165,0.003763,0.003763,0.003763
128,9171.57,0.45424,0.3617,1.03918,0.9928,0.99772,0.99419,0.95902,0.32079,0.18062,0.91221,0.0037135,0.0037135,0.0037135
129,9235.18,0.45438,0.36302,1.03821,0.99321,0.99766,0.99438,0.95995,0.31974,0.18011,0.91155,0.003664,0.003664,0.003664
130,9299.1,0.45083,0.35374,1.03787,0.99325,0.99707,0.9944,0.95996,0.32008,0.1796,0.91181,0.0036145,0.0036145,0.0036145
131,9362.45,0.45267,0.36392,1.03655,0.99384,0.99758,0.99461,0.9605,0.32008,0.17922,0.91126,0.003565,0.003565,0.003565
132,9427.28,0.44863,0.3559,1.03457,0.99379,0.99773,0.99471,0.95951,0.32055,0.17994,0.91108,0.0035155,0.0035155,0.0035155
133,9492.25,0.44565,0.35391,1.03489,0.99402,0.9975,0.99472,0.9593,0.32045,0.18027,0.91093,0.003466,0.003466,0.003466
134,9558.28,0.4476,0.35589,1.03428,0.99372,0.99763,0.99468,0.96045,0.31939,0.1797,0.90961,0.0034165,0.0034165,0.0034165
135,9624.75,0.44945,0.35544,1.03521,0.99367,0.99759,0.99465,0.96035,0.31873,0.18035,0.90855,0.003367,0.003367,0.003367
136,9692.77,0.44963,0.35256,1.03769,0.99366,0.99752,0.99463,0.96036,0.31807,0.17896,0.90753,0.0033175,0.0033175,0.0033175
137,9759.42,0.44127,0.34427,1.03247,0.99362,0.99734,0.99458,0.95963,0.31692,0.17857,0.9068,0.003268,0.003268,0.003268
138,9823.53,0.43955,0.33956,1.02898,0.9933,0.99729,0.99452,0.96087,0.31643,0.17816,0.90669,0.0032185,0.0032185,0.0032185
139,9887.27,0.44607,0.34439,1.03057,0.99285,0.99763,0.99435,0.96103,0.31584,0.17737,0.90566,0.003169,0.003169,0.003169
140,9951.22,0.44325,0.34796,1.0304,0.99295,0.99803,0.99434,0.96118,0.3155,0.17842,0.90525,0.0031195,0.0031195,0.0031195
141,10014.5,0.44342,0.34563,1.03229,0.99293,0.99793,0.99438,0.9617,0.31481,0.17753,0.90431,0.00307,0.00307,0.00307
142,10077.6,0.43887,0.34627,1.0285,0.99297,0.99779,0.99436,0.96231,0.31386,0.17673,0.90358,0.0030205,0.0030205,0.0030205
143,10141.6,0.43538,0.34,1.02577,0.99314,0.99768,0.99438,0.96152,0.31341,0.17685,0.90315,0.002971,0.002971,0.002971
144,10207.7,0.43841,0.33914,1.0268,0.99308,0.99775,0.99435,0.96212,0.31335,0.17655,0.90325,0.0029215,0.0029215,0.0029215
145,10272.2,0.43881,0.3432,1.02899,0.99314,0.99763,0.99435,0.96145,0.3133,0.17678,0.90347,0.002872,0.002872,0.002872
146,10335.5,0.4319,0.33668,1.02633,0.99318,0.9977,0.99435,0.96141,0.31271,0.17649,0.90299,0.0028225,0.0028225,0.0028225
147,10398.8,0.43056,0.33405,1.02616,0.99317,0.99769,0.99441,0.96161,0.31267,0.17632,0.90291,0.002773,0.002773,0.002773
148,10463,0.42842,0.33314,1.02385,0.99314,0.99737,0.9944,0.96119,0.31246,0.17658,0.90292,0.0027235,0.0027235,0.0027235
149,10527.3,0.42531,0.32632,1.02062,0.99314,0.99722,0.99442,0.96105,0.31241,0.17558,0.90253,0.002674,0.002674,0.002674
150,10590.6,0.42802,0.33192,1.02212,0.99432,0.99557,0.9944,0.96112,0.31229,0.17546,0.90229,0.0026245,0.0026245,0.0026245
151,10655,0.42968,0.3322,1.02963,0.99409,0.99545,0.99437,0.9612,0.3124,0.17634,0.90243,0.002575,0.002575,0.002575
152,10719.3,0.42945,0.32622,1.02265,0.99403,0.99542,0.99437,0.96147,0.31233,0.17669,0.9023,0.0025255,0.0025255,0.0025255
153,10784.3,0.42891,0.32918,1.02386,0.99387,0.99537,0.99437,0.96136,0.31225,0.17578,0.90217,0.002476,0.002476,0.002476
154,10847.7,0.42754,0.32842,1.02374,0.99419,0.99495,0.99438,0.96125,0.31209,0.17519,0.90205,0.0024265,0.0024265,0.0024265
155,10911.1,0.43225,0.32372,1.0248,0.99387,0.99509,0.9944,0.96106,0.31207,0.17531,0.90185,0.002377,0.002377,0.002377
156,10974.8,0.42842,0.32606,1.02425,0.99386,0.99534,0.99442,0.96131,0.31172,0.17489,0.90169,0.0023275,0.0023275,0.0023275
157,11038.1,0.42854,0.32437,1.02514,0.99312,0.99606,0.99442,0.96157,0.31184,0.17482,0.9019,0.002278,0.002278,0.002278
158,11102.3,0.42346,0.32202,1.01879,0.9937,0.9958,0.99447,0.96164,0.31152,0.17503,0.90169,0.0022285,0.0022285,0.0022285
159,11166.6,0.42201,0.3152,1.01828,0.99381,0.99573,0.99453,0.96212,0.31142,0.17418,0.90154,0.002179,0.002179,0.002179
160,11231.1,0.42009,0.31724,1.02039,0.99298,0.99603,0.99458,0.9628,0.31108,0.17454,0.90143,0.0021295,0.0021295,0.0021295
161,11295.6,0.41695,0.31286,1.01313,0.99364,0.99567,0.99462,0.96275,0.3108,0.17443,0.90102,0.00208,0.00208,0.00208
162,11360,0.4156,0.31406,1.01496,0.99299,0.9958,0.99465,0.96291,0.3106,0.17407,0.90083,0.0020305,0.0020305,0.0020305
163,11424.8,0.41507,0.31532,1.01575,0.99259,0.99607,0.99467,0.96302,0.31036,0.17346,0.90048,0.001981,0.001981,0.001981
164,11488.8,0.41345,0.31268,1.01352,0.99213,0.99661,0.99469,0.9635,0.30996,0.1729,0.90014,0.0019315,0.0019315,0.0019315
165,11552.8,0.41817,0.31607,1.01695,0.99272,0.99652,0.99472,0.96331,0.30943,0.1735,0.89977,0.001882,0.001882,0.001882
166,11617.5,0.40869,0.30859,1.0128,0.99274,0.99675,0.99473,0.96277,0.30922,0.1726,0.89947,0.0018325,0.0018325,0.0018325
167,11682.3,0.4113,0.31582,1.01622,0.99247,0.99721,0.99475,0.96288,0.30878,0.17179,0.89921,0.001783,0.001783,0.001783
168,11745.9,0.4123,0.31112,1.01628,0.99253,0.99726,0.99476,0.9624,0.30852,0.17129,0.89884,0.0017335,0.0017335,0.0017335
169,11809.5,0.41105,0.30277,1.01343,0.99275,0.99727,0.99476,0.96264,0.30826,0.17139,0.89861,0.001684,0.001684,0.001684
170,11874.2,0.40936,0.30738,1.01183,0.99236,0.99708,0.99475,0.96244,0.30807,0.17165,0.8984,0.0016345,0.0016345,0.0016345
171,11938.2,0.40844,0.30803,1.01699,0.99229,0.99705,0.99475,0.96272,0.30789,0.1717,0.89815,0.001585,0.001585,0.001585
172,12001.8,0.41005,0.30682,1.01263,0.99223,0.99703,0.99475,0.96239,0.30774,0.172,0.89785,0.0015355,0.0015355,0.0015355
173,12065.4,0.40966,0.30114,1.01063,0.99214,0.99705,0.99475,0.96227,0.30763,0.17194,0.89765,0.001486,0.001486,0.001486
174,12130,0.40519,0.29944,1.01039,0.99213,0.9972,0.99475,0.96254,0.30733,0.17169,0.89731,0.0014365,0.0014365,0.0014365
175,12193.2,0.40314,0.29789,1.01095,0.99208,0.99737,0.99475,0.96223,0.3073,0.17141,0.89728,0.001387,0.001387,0.001387
176,12256.9,0.40287,0.30021,1.00706,0.99218,0.99737,0.99474,0.96268,0.30709,0.17109,0.89713,0.0013375,0.0013375,0.0013375
177,12321.4,0.40633,0.30176,1.01174,0.99224,0.99734,0.99474,0.96266,0.30702,0.17097,0.89683,0.001288,0.001288,0.001288
178,12386,0.40651,0.3051,1.01067,0.99229,0.99731,0.99474,0.96262,0.30702,0.17092,0.89682,0.0012385,0.0012385,0.0012385
179,12450.1,0.40036,0.29913,1.00951,0.99232,0.99721,0.99476,0.96324,0.30684,0.17046,0.89662,0.001189,0.001189,0.001189
180,12513.9,0.40129,0.29945,1.00787,0.99233,0.99711,0.99478,0.96316,0.30682,0.17029,0.89652,0.0011395,0.0011395,0.0011395
181,12577.6,0.39672,0.29488,1.00701,0.99235,0.99714,0.99477,0.96313,0.30664,0.17101,0.89637,0.00109,0.00109,0.00109
182,12642.3,0.3976,0.29383,1.00401,0.99234,0.99714,0.99477,0.96321,0.3065,0.17094,0.89613,0.0010405,0.0010405,0.0010405
183,12708,0.39875,0.30024,1.01068,0.99231,0.99713,0.99478,0.96359,0.30625,0.17062,0.89596,0.000991,0.000991,0.000991
184,12773,0.39547,0.29458,1.00159,0.99231,0.99709,0.99477,0.96338,0.3061,0.17045,0.89586,0.0009415,0.0009415,0.0009415
185,12838.8,0.39658,0.29416,1.00461,0.99233,0.99703,0.99477,0.96349,0.30599,0.17053,0.89572,0.000892,0.000892,0.000892
186,12903.5,0.39789,0.29729,1.00527,0.99231,0.99703,0.99477,0.96389,0.30577,0.17032,0.89564,0.0008425,0.0008425,0.0008425
187,12971.3,0.39528,0.29212,1.00496,0.99233,0.997,0.99477,0.96379,0.30579,0.17007,0.8956,0.000793,0.000793,0.000793
