epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2372.02,0.66699,0.67574,1.16397,0.984,0.98221,0.99123,0.88076,0.51059,0.35792,1.11099,0.009109,0.009109,0.009109
20,2511.04,0.65711,0.65691,1.15346,0.98279,0.97972,0.99103,0.89409,0.48342,0.34866,1.07701,0.0090595,0.0090595,0.0090595
21,2700.58,0.65801,0.65265,1.15527,0.98157,0.98964,0.9925,0.89274,0.47964,0.3375,1.06924,0.00901,0.00901,0.00901
22,2836.51,0.6488,0.63945,1.15199,0.98061,0.98163,0.99206,0.89583,0.45789,0.32707,1.05255,0.0089605,0.0089605,0.0089605
23,2971.37,0.64262,0.63636,1.14846,0.99,0.98355,0.99277,0.90022,0.46123,0.31802,1.0533,0.008911,0.008911,0.008911
24,3104.58,0.63257,0.61812,1.1422,0.98517,0.98372,0.99243,0.91076,0.44266,0.31943,1.03394,0.0088615,0.0088615,0.0088615
25,3256.1,0.6312,0.61405,1.1425,0.98586,0.99096,0.99324,0.90072,0.46086,0.30587,1.05107,0.008812,0.008812,0.008812
26,3390.39,0.62124,0.60538,1.13903,0.99094,0.98669,0.99388,0.90787,0.44775,0.30007,1.029,0.0087625,0.0087625,0.0087625
27,3523.5,0.62588,0.59664,1.13332,0.99096,0.98657,0.99287,0.90513,0.45006,0.30745,1.04406,0.008713,0.008713,0.008713
28,3657.29,0.62135,0.6004,1.13519,0.9872,0.98726,0.9931,0.9106,0.4407,0.31368,1.02659,0.0086635,0.0086635,0.0086635
29,3786.21,0.60857,0.58242,1.1271,0.98481,0.99221,0.99384,0.91348,0.42961,0.29666,1.01955,0.008614,0.008614,0.008614
30,3924.43,0.61193,0.5822,1.12702,0.99041,0.98818,0.99393,0.91488,0.43765,0.30012,1.02358,0.0085645,0.0085645,0.0085645
31,4050.84,0.61195,0.57861,1.12989,0.9845,0.98644,0.99352,0.91395,0.43882,0.30176,1.02244,0.008515,0.008515,0.008515
32,4176.41,0.60612,0.56565,1.12618,0.99109,0.99428,0.99411,0.91863,0.4222,0.27758,1.00538,0.0084655,0.0084655,0.0084655
33,4301.81,0.60441,0.56595,1.12367,0.99295,0.99123,0.99403,0.91283,0.43304,0.28113,1.02275,0.008416,0.008416,0.008416
34,4433.14,0.60257,0.55843,1.1239,0.99261,0.99183,0.99426,0.92003,0.42009,0.28247,1.00654,0.0083665,0.0083665,0.0083665
35,4568.06,0.59878,0.56512,1.12397,0.98813,0.99271,0.99367,0.91913,0.43525,0.29048,1.02213,0.008317,0.008317,0.008317
36,4707.39,0.58943,0.54981,1.11281,0.99073,0.98856,0.99369,0.91932,0.41559,0.28266,0.99656,0.0082675,0.0082675,0.0082675
37,4843.04,0.58432,0.53258,1.10819,0.98926,0.99082,0.994,0.92633,0.40599,0.27233,0.98891,0.008218,0.008218,0.008218
38,4979.49,0.58484,0.53328,1.10987,0.99273,0.99007,0.99362,0.92227,0.40862,0.275,0.99008,0.0081685,0.0081685,0.0081685
39,5109.95,0.58313,0.53608,1.11214,0.99263,0.99033,0.99379,0.91916,0.41751,0.27486,1.00504,0.008119,0.008119,0.008119
40,5214.42,0.58312,0.52224,1.10786,0.99223,0.99133,0.99405,0.92518,0.40116,0.26856,0.99041,0.0080695,0.0080695,0.0080695
41,5306.39,0.57827,0.52869,1.10631,0.99111,0.98968,0.99365,0.92188,0.41087,0.27063,0.99582,0.00802,0.00802,0.00802
42,5430.78,0.5731,0.52873,1.10212,0.99199,0.99219,0.99409,0.92586,0.3977,0.26547,0.97986,0.0079705,0.0079705,0.0079705
43,5566.94,0.57219,0.50897,1.10255,0.99162,0.99284,0.99417,0.93076,0.3926,0.2606,0.97499,0.007921,0.007921,0.007921
44,5701.9,0.57617,0.50122,1.10168,0.99246,0.99583,0.99404,0.93193,0.3923,0.25478,0.97371,0.0078715,0.0078715,0.0078715
45,5836.1,0.57013,0.51435,1.10225,0.99214,0.99074,0.99379,0.92793,0.40026,0.27024,0.99331,0.007822,0.007822,0.007822
46,5971.06,0.56809,0.5073,1.09681,0.98993,0.99314,0.99383,0.93473,0.38714,0.26041,0.97637,0.0077725,0.0077725,0.0077725
47,6106.73,0.56948,0.50453,1.09834,0.98836,0.99214,0.99374,0.93487,0.38554,0.24968,0.97555,0.007723,0.007723,0.007723
48,6243.29,0.56367,0.50247,1.10338,0.98708,0.99246,0.99381,0.93217,0.39157,0.25285,0.9708,0.0076735,0.0076735,0.0076735
49,6380.59,0.55814,0.4966,1.09427,0.99223,0.99376,0.9939,0.93413,0.38269,0.24538,0.96525,0.007624,0.007624,0.007624
50,6516.26,0.55685,0.48322,1.09294,0.99276,0.99556,0.99413,0.93273,0.3848,0.24503,0.96662,0.0075745,0.0075745,0.0075745
51,6652.33,0.55252,0.48673,1.08653,0.99476,0.99164,0.99429,0.93304,0.38031,0.24457,0.96386,0.007525,0.007525,0.007525
52,6787.39,0.54766,0.4772,1.08482,0.99071,0.99159,0.99393,0.93821,0.37755,0.24364,0.96027,0.0074755,0.0074755,0.0074755
53,6923.17,0.55548,0.48693,1.08914,0.99413,0.99525,0.99401,0.93606,0.38124,0.2449,0.96592,0.007426,0.007426,0.007426
54,7054.97,0.55119,0.47485,1.0939,0.99199,0.99609,0.99447,0.93723,0.37513,0.23413,0.96169,0.0073765,0.0073765,0.0073765
55,7182.28,0.5562,0.47703,1.08772,0.99243,0.99354,0.99398,0.93835,0.3739,0.24072,0.95609,0.007327,0.007327,0.007327
56,7320.6,0.55413,0.48307,1.09052,0.98866,0.99192,0.99447,0.93779,0.37286,0.24447,0.95517,0.0072775,0.0072775,0.0072775
57,7457.47,0.55003,0.4719,1.08718,0.99072,0.99555,0.99455,0.94224,0.36789,0.2306,0.94678,0.007228,0.007228,0.007228
58,7593.88,0.54935,0.4725,1.09,0.99216,0.99243,0.99425,0.93933,0.37349,0.23469,0.95519,0.0071785,0.0071785,0.0071785
59,7729.94,0.54305,0.46687,1.08096,0.9907,0.99516,0.9941,0.93977,0.37141,0.23649,0.95179,0.007129,0.007129,0.007129
60,7866.17,0.54249,0.46627,1.0806,0.98948,0.99314,0.99439,0.94121,0.36921,0.23612,0.95058,0.0070795,0.0070795,0.0070795
61,8002.4,0.54343,0.46521,1.0848,0.99343,0.99675,0.99414,0.93755,0.37486,0.23049,0.95683,0.00703,0.00703,0.00703
62,8138.19,0.54495,0.4667,1.08588,0.99298,0.99486,0.99444,0.94291,0.36337,0.22435,0.94451,0.0069805,0.0069805,0.0069805
63,8272.68,0.53524,0.4546,1.07766,0.99476,0.99615,0.99465,0.94274,0.3619,0.22286,0.94701,0.006931,0.006931,0.006931
64,8409.14,0.53789,0.45337,1.07831,0.9923,0.99566,0.9942,0.94255,0.36581,0.22792,0.95172,0.0068815,0.0068815,0.0068815
65,8549.12,0.53757,0.46046,1.07998,0.99267,0.9944,0.9945,0.94323,0.35741,0.22761,0.94598,0.006832,0.006832,0.006832
66,8686.16,0.53105,0.44985,1.07837,0.99392,0.99456,0.99453,0.94125,0.3625,0.22957,0.94742,0.0067825,0.0067825,0.0067825
67,8826.15,0.5325,0.45895,1.07922,0.99142,0.99628,0.9945,0.94437,0.36111,0.23054,0.94636,0.006733,0.006733,0.006733
68,8965.13,0.5267,0.45124,1.07377,0.99087,0.9994,0.9944,0.94456,0.35787,0.22485,0.94182,0.0066835,0.0066835,0.0066835
69,9101.15,0.52711,0.44679,1.07361,0.99034,0.99874,0.99422,0.94074,0.36081,0.22833,0.94841,0.006634,0.006634,0.006634
70,9239.49,0.52292,0.44277,1.07118,0.99051,0.99761,0.99425,0.9466,0.35554,0.21929,0.94491,0.0065845,0.0065845,0.0065845
71,9378.52,0.5207,0.44171,1.06981,0.99116,0.99683,0.99446,0.94749,0.35438,0.22373,0.93922,0.006535,0.006535,0.006535
72,9518,0.51645,0.42959,1.07009,0.99448,0.99538,0.99452,0.94574,0.35831,0.22074,0.94539,0.0064855,0.0064855,0.0064855
73,9654.49,0.52606,0.446,1.07204,0.99348,0.99688,0.99454,0.94334,0.35544,0.21814,0.9376,0.006436,0.006436,0.006436
74,9790.91,0.52618,0.43864,1.07484,0.99225,0.99493,0.99436,0.94337,0.35753,0.22081,0.94236,0.0063865,0.0063865,0.0063865
75,9926.13,0.52355,0.44194,1.07313,0.99483,0.99461,0.99449,0.94482,0.35764,0.21833,0.94296,0.006337,0.006337,0.006337
76,10056.8,0.51773,0.42515,1.06842,0.99504,0.99463,0.99458,0.94769,0.35061,0.21154,0.93479,0.0062875,0.0062875,0.0062875
77,10188.6,0.51487,0.43487,1.07005,0.99516,0.99551,0.9946,0.94865,0.34658,0.21173,0.93264,0.006238,0.006238,0.006238
78,10323.9,0.51705,0.43478,1.06729,0.99385,0.99682,0.99449,0.94885,0.34853,0.2124,0.93286,0.0061885,0.0061885,0.0061885
79,10460.6,0.50906,0.43296,1.06261,0.99202,0.99868,0.99455,0.95009,0.33926,0.20814,0.92417,0.006139,0.006139,0.006139
80,10597.7,0.51347,0.42948,1.0662,0.99408,0.99558,0.99452,0.94946,0.34122,0.21102,0.92349,0.0060895,0.0060895,0.0060895
81,10732.7,0.50723,0.41268,1.06181,0.99556,0.9955,0.99461,0.94724,0.34187,0.20909,0.92596,0.00604,0.00604,0.00604
82,10873.1,0.51093,0.43066,1.0669,0.9945,0.99563,0.99471,0.95202,0.33932,0.20843,0.92096,0.0059905,0.0059905,0.0059905
83,11002.1,0.51108,0.42416,1.06366,0.99419,0.99841,0.99467,0.9535,0.33814,0.20519,0.92401,0.005941,0.005941,0.005941
84,11122.5,0.50865,0.42032,1.06024,0.99468,0.99713,0.99466,0.95239,0.33716,0.20022,0.92115,0.0058915,0.0058915,0.0058915
85,11243.2,0.50653,0.414,1.05991,0.99504,0.9962,0.99474,0.95301,0.335,0.19641,0.91774,0.005842,0.005842,0.005842
86,11364.3,0.5055,0.41081,1.0595,0.99574,0.9972,0.9947,0.95567,0.33363,0.20035,0.91662,0.0057925,0.0057925,0.0057925
87,11485.8,0.49742,0.40747,1.05877,0.99218,0.9981,0.99453,0.95314,0.33563,0.20191,0.92118,0.005743,0.005743,0.005743
88,11611.8,0.49604,0.40875,1.05844,0.9916,0.99732,0.99442,0.95405,0.33096,0.19987,0.91846,0.0056935,0.0056935,0.0056935
89,11734,0.50101,0.40559,1.05828,0.99195,0.99761,0.9944,0.95246,0.33507,0.20258,0.91858,0.005644,0.005644,0.005644
90,11854.9,0.49947,0.40056,1.05514,0.99238,0.99718,0.9944,0.95177,0.33358,0.19851,0.91502,0.0055945,0.0055945,0.0055945
91,11976.4,0.50052,0.40568,1.0601,0.99462,0.99766,0.99409,0.95403,0.32843,0.19423,0.91078,0.005545,0.005545,0.005545
92,12097.4,0.49409,0.39538,1.05126,0.9942,0.99703,0.99438,0.9539,0.32781,0.19384,0.91046,0.0054955,0.0054955,0.0054955
93,12218.9,0.50318,0.4033,1.05536,0.99324,0.99571,0.99421,0.95493,0.32483,0.19297,0.90996,0.005446,0.005446,0.005446
94,12339.9,0.48859,0.39516,1.05011,0.99126,0.99837,0.99448,0.9539,0.32826,0.19715,0.91258,0.0053965,0.0053965,0.0053965
95,12461.4,0.49537,0.40504,1.05541,0.9921,0.99725,0.99432,0.95393,0.3289,0.19833,0.91269,0.005347,0.005347,0.005347
96,12582.6,0.49197,0.39066,1.04797,0.99125,0.99728,0.99453,0.95416,0.33178,0.19729,0.91599,0.0052975,0.0052975,0.0052975
97,12703.9,0.49506,0.39953,1.05378,0.99215,0.99619,0.99441,0.95361,0.32848,0.19686,0.91169,0.005248,0.005248,0.005248
98,12825.1,0.49108,0.39188,1.05369,0.99089,0.9966,0.99422,0.95386,0.32644,0.19378,0.91037,0.0051985,0.0051985,0.0051985
99,12946.3,0.49289,0.3853,1.04987,0.99052,0.99763,0.99436,0.95488,0.32556,0.19067,0.90988,0.005149,0.005149,0.005149
100,13067.2,0.48715,0.39431,1.04924,0.99242,0.99654,0.99456,0.95534,0.32774,0.1929,0.91242,0.0050995,0.0050995,0.0050995
101,13188.7,0.49021,0.38882,1.05201,0.99358,0.99518,0.9946,0.9544,0.32681,0.19062,0.91059,0.00505,0.00505,0.00505
102,13309.7,0.49258,0.39107,1.05292,0.99256,0.99855,0.99463,0.95601,0.32511,0.18899,0.90905,0.0050005,0.0050005,0.0050005
103,13431.2,0.48592,0.39313,1.05235,0.99431,0.99594,0.99472,0.95628,0.32568,0.1913,0.90883,0.004951,0.004951,0.004951
104,13557,0.48875,0.38848,1.05265,0.9926,0.9981,0.99447,0.9556,0.32407,0.19192,0.90677,0.0049015,0.0049015,0.0049015
105,13690.5,0.48629,0.39059,1.04758,0.99383,0.99796,0.99453,0.95679,0.32477,0.18928,0.90725,0.004852,0.004852,0.004852
106,13830.6,0.4849,0.38221,1.04794,0.99284,0.99875,0.99447,0.95722,0.32351,0.18627,0.90476,0.0048025,0.0048025,0.0048025
107,13971.1,0.48919,0.38698,1.05391,0.9946,0.99622,0.99467,0.95737,0.32352,0.18615,0.90491,0.004753,0.004753,0.004753
108,14110.2,0.48272,0.38576,1.05095,0.99408,0.99648,0.99458,0.95676,0.32503,0.18683,0.90645,0.0047035,0.0047035,0.0047035
109,14245.7,0.48753,0.38895,1.05077,0.99284,0.99864,0.99448,0.95618,0.32475,0.18894,0.90626,0.004654,0.004654,0.004654
110,14381.2,0.48217,0.38393,1.04482,0.9929,0.99842,0.99456,0.95703,0.32484,0.18976,0.90615,0.0046045,0.0046045,0.0046045
111,14516.6,0.47762,0.37397,1.044,0.9943,0.99527,0.99454,0.95635,0.3228,0.18763,0.90336,0.004555,0.004555,0.004555
112,14649.1,0.48099,0.37961,1.04746,0.9918,0.99829,0.99458,0.95733,0.32258,0.18566,0.90463,0.0045055,0.0045055,0.0045055
113,14771.5,0.4807,0.38342,1.04943,0.99528,0.99703,0.99469,0.95789,0.32162,0.18856,0.90476,0.004456,0.004456,0.004456
114,14893.6,0.47727,0.3717,1.04316,0.99481,0.99686,0.99474,0.95782,0.32264,0.18756,0.9044,0.0044065,0.0044065,0.0044065
115,15016.3,0.47651,0.36902,1.04451,0.99593,0.9968,0.99474,0.9587,0.32104,0.18592,0.90295,0.004357,0.004357,0.004357
116,15138.8,0.47414,0.37026,1.04238,0.99423,0.99678,0.9947,0.95815,0.32105,0.18603,0.9029,0.0043075,0.0043075,0.0043075
117,15260,0.47251,0.37195,1.04378,0.99424,0.99742,0.99456,0.95706,0.3195,0.18526,0.90336,0.004258,0.004258,0.004258
118,15380.3,0.46753,0.36792,1.03852,0.99435,0.99703,0.99458,0.95735,0.32079,0.18444,0.90474,0.0042085,0.0042085,0.0042085
119,15500.5,0.46808,0.36254,1.03745,0.99437,0.99671,0.99464,0.95608,0.32103,0.18492,0.90345,0.004159,0.004159,0.004159
120,15621.2,0.47129,0.36291,1.0401,0.99455,0.99658,0.99466,0.95653,0.31946,0.18277,0.90249,0.0041095,0.0041095,0.0041095
121,15741.6,0.46845,0.361,1.04075,0.99544,0.99695,0.99478,0.95785,0.31844,0.18256,0.90222,0.00406,0.00406,0.00406
122,15862.1,0.46912,0.36119,1.04117,0.99532,0.99638,0.99467,0.95815,0.31692,0.1806,0.90103,0.0040105,0.0040105,0.0040105
123,15982.4,0.46451,0.36148,1.03697,0.99484,0.99653,0.99464,0.95674,0.31712,0.17839,0.90149,0.003961,0.003961,0.003961
124,16102.8,0.46572,0.36616,1.0394,0.99351,0.99777,0.9946,0.95866,0.31689,0.17921,0.90071,0.0039115,0.0039115,0.0039115
125,16222.9,0.46041,0.35856,1.03468,0.99375,0.99682,0.99461,0.95845,0.31683,0.18147,0.90063,0.003862,0.003862,0.003862
126,16343.4,0.46607,0.35932,1.04043,0.99358,0.99777,0.99457,0.95907,0.31595,0.18197,0.89909,0.0038125,0.0038125,0.0038125
127,16463.8,0.46163,0.35871,1.0378,0.99383,0.99753,0.99459,0.95932,0.31561,0.1811,0.89807,0.003763,0.003763,0.003763
128,16584.3,0.45886,0.35519,1.02912,0.9938,0.99799,0.99451,0.95801,0.31555,0.18115,0.89852,0.0037135,0.0037135,0.0037135
129,16704.7,0.45979,0.34801,1.03749,0.99362,0.99818,0.99449,0.95794,0.31552,0.17987,0.89867,0.003664,0.003664,0.003664
130,16826.4,0.46086,0.3557,1.03594,0.99325,0.99822,0.99464,0.95887,0.31451,0.18013,0.89841,0.0036145,0.0036145,0.0036145
131,16947.8,0.45302,0.35208,1.03026,0.99256,0.9983,0.99464,0.95872,0.31485,0.17913,0.89842,0.003565,0.003565,0.003565
132,17069.2,0.45665,0.35339,1.03312,0.99333,0.99632,0.99455,0.95889,0.31453,0.17844,0.89813,0.0035155,0.0035155,0.0035155
133,17190.7,0.45072,0.3397,1.0269,0.99264,0.99815,0.99453,0.95907,0.31418,0.17857,0.89736,0.003466,0.003466,0.003466
134,17312.6,0.45818,0.34508,1.03277,0.99263,0.99874,0.9945,0.95832,0.31489,0.17802,0.89815,0.0034165,0.0034165,0.0034165
135,17434.2,0.45576,0.34602,1.03552,0.99222,0.99867,0.99449,0.95808,0.31481,0.17768,0.89774,0.003367,0.003367,0.003367
136,17555.7,0.4534,0.34631,1.02837,0.99279,0.99824,0.99454,0.95802,0.3141,0.17685,0.89643,0.0033175,0.0033175,0.0033175
137,17677.3,0.44692,0.33633,1.02734,0.99278,0.99814,0.99454,0.95781,0.31357,0.17529,0.89605,0.003268,0.003268,0.003268
138,17798.7,0.45147,0.34434,1.03026,0.99285,0.99779,0.99451,0.95894,0.31369,0.17506,0.89654,0.0032185,0.0032185,0.0032185
139,17920.9,0.45102,0.34424,1.03333,0.99326,0.99842,0.99446,0.95955,0.31339,0.176,0.8965,0.003169,0.003169,0.003169
140,18042.5,0.45083,0.34687,1.02982,0.9933,0.99883,0.9944,0.95895,0.31291,0.17531,0.89603,0.0031195,0.0031195,0.0031195
141,18163.9,0.4442,0.33775,1.02506,0.99316,0.99857,0.99435,0.95934,0.31221,0.17497,0.8954,0.00307,0.00307,0.00307
142,18285.5,0.44974,0.33956,1.02667,0.9934,0.99855,0.99426,0.95938,0.31229,0.17499,0.89561,0.0030205,0.0030205,0.0030205
143,18407,0.44542,0.33802,1.02412,0.99357,0.9984,0.99431,0.9602,0.31274,0.17527,0.89588,0.002971,0.002971,0.002971
144,18528.9,0.44408,0.33534,1.02437,0.99355,0.99884,0.99435,0.96001,0.31301,0.17545,0.89605,0.0029215,0.0029215,0.0029215
145,18650.8,0.43964,0.33314,1.02253,0.99371,0.99828,0.9944,0.96005,0.31237,0.17527,0.89541,0.002872,0.002872,0.002872
146,18772.4,0.44161,0.32968,1.02438,0.99352,0.99808,0.99438,0.96049,0.31165,0.17471,0.89481,0.0028225,0.0028225,0.0028225
147,18893.6,0.4349,0.32842,1.02039,0.99375,0.99786,0.99441,0.95999,0.31135,0.17479,0.89418,0.002773,0.002773,0.002773
148,19014.8,0.4415,0.3361,1.02658,0.99372,0.99764,0.99436,0.9606,0.31106,0.17417,0.89408,0.0027235,0.0027235,0.0027235
149,19136.4,0.43404,0.32202,1.01559,0.99388,0.99824,0.99437,0.95974,0.31065,0.1738,0.89357,0.002674,0.002674,0.002674
150,19257.8,0.44091,0.33298,1.02365,0.994,0.99815,0.99442,0.96028,0.30991,0.17305,0.89252,0.0026245,0.0026245,0.0026245
151,19379.5,0.43285,0.33101,1.02126,0.99423,0.99762,0.99444,0.96091,0.30898,0.1714,0.89143,0.002575,0.002575,0.002575
152,19501,0.43868,0.32379,1.02412,0.994,0.99771,0.99446,0.96073,0.30837,0.17083,0.891,0.0025255,0.0025255,0.0025255
153,19622.3,0.43086,0.31873,1.01467,0.99366,0.99745,0.99446,0.96058,0.30791,0.17068,0.8905,0.002476,0.002476,0.002476
154,19743.6,0.4332,0.31971,1.02012,0.99384,0.99739,0.99444,0.96081,0.30727,0.17086,0.88984,0.0024265,0.0024265,0.0024265
155,19865.1,0.43243,0.32234,1.01809,0.9941,0.99743,0.99445,0.96085,0.30686,0.17031,0.88964,0.002377,0.002377,0.002377
156,19986.6,0.42637,0.31064,1.01522,0.99405,0.99742,0.99453,0.96084,0.30651,0.17029,0.88938,0.0023275,0.0023275,0.0023275
157,20108.4,0.43076,0.31833,1.0194,0.99401,0.99743,0.99451,0.96054,0.30631,0.17108,0.88935,0.002278,0.002278,0.002278
158,20229.6,0.43132,0.32127,1.02021,0.99291,0.99904,0.99448,0.9608,0.30594,0.17072,0.88917,0.0022285,0.0022285,0.0022285
159,20351.3,0.42746,0.31137,1.01589,0.99291,0.99908,0.99451,0.96101,0.3055,0.17032,0.889,0.002179,0.002179,0.002179
160,20472.4,0.42792,0.31844,1.01382,0.99283,0.99912,0.99451,0.9614,0.30517,0.17076,0.88872,0.0021295,0.0021295,0.0021295
161,20593.9,0.42609,0.3126,1.01327,0.9928,0.99899,0.9945,0.96139,0.30486,0.16989,0.88836,0.00208,0.00208,0.00208
162,20715.1,0.42683,0.31817,1.01681,0.99273,0.99923,0.99451,0.96132,0.30454,0.16972,0.88782,0.0020305,0.0020305,0.0020305
163,20836.6,0.42312,0.30795,1.01539,0.99414,0.99718,0.99449,0.96165,0.3045,0.17005,0.88757,0.001981,0.001981,0.001981
164,20957.9,0.42406,0.30777,1.00965,0.99409,0.99725,0.99445,0.96225,0.30445,0.16931,0.88754,0.0019315,0.0019315,0.0019315
165,21079.4,0.42909,0.31698,1.02012,0.99418,0.99728,0.99443,0.96206,0.30428,0.1695,0.88724,0.001882,0.001882,0.001882
166,21200.5,0.41866,0.30721,1.01141,0.99432,0.99735,0.99439,0.96182,0.30414,0.16964,0.88706,0.0018325,0.0018325,0.0018325
167,21322,0.41107,0.30153,1.00407,0.99457,0.99737,0.99438,0.96207,0.30383,0.16965,0.88672,0.001783,0.001783,0.001783
168,21443,0.41864,0.30945,1.01285,0.99458,0.99738,0.99433,0.96155,0.30345,0.16924,0.88634,0.0017335,0.0017335,0.0017335
169,21564.2,0.41659,0.30093,1.01017,0.99463,0.99735,0.99422,0.96218,0.30329,0.16923,0.88612,0.001684,0.001684,0.001684
170,21685.4,0.41647,0.30372,1.01217,0.99452,0.99741,0.99422,0.96221,0.303,0.1685,0.88613,0.0016345,0.0016345,0.0016345
171,21806.9,0.41537,0.305,1.01249,0.99457,0.99751,0.99424,0.96212,0.30281,0.16815,0.88604,0.001585,0.001585,0.001585
172,21928.2,0.41197,0.2935,1.00284,0.99454,0.99758,0.9942,0.96196,0.30264,0.16844,0.88584,0.0015355,0.0015355,0.0015355
173,22049.8,0.41376,0.29894,1.00691,0.9945,0.99785,0.99418,0.96223,0.30266,0.16922,0.88551,0.001486,0.001486,0.001486
174,22171.3,0.41056,0.29458,1.00821,0.99448,0.99796,0.99416,0.96243,0.30268,0.1692,0.88541,0.0014365,0.0014365,0.0014365
175,22292.5,0.41064,0.29795,1.00424,0.99448,0.99801,0.99416,0.96265,0.30245,0.1688,0.88528,0.001387,0.001387,0.001387
176,22413.6,0.41065,0.2939,1.01001,0.99408,0.9988,0.99416,0.96274,0.30232,0.16857,0.88524,0.0013375,0.0013375,0.0013375
177,22535.1,0.40817,0.29482,1.00954,0.99408,0.99878,0.99418,0.96314,0.30221,0.16786,0.88513,0.001288,0.001288,0.001288
178,22656.6,0.4101,0.29459,1.00429,0.994,0.99878,0.99419,0.96278,0.30206,0.16746,0.88499,0.0012385,0.0012385,0.0012385
179,22778.2,0.40066,0.28527,1.00358,0.99402,0.9988,0.99422,0.96241,0.30205,0.16768,0.8849,0.001189,0.001189,0.001189
180,22899.6,0.40313,0.2871,1.00472,0.99446,0.998,0.99422,0.96296,0.30192,0.16804,0.88485,0.0011395,0.0011395,0.0011395
181,23021.3,0.4047,0.29384,1.00203,0.99449,0.99798,0.99422,0.96328,0.30179,0.16792,0.88475,0.00109,0.00109,0.00109
182,23142.6,0.40185,0.29272,1.00256,0.99453,0.99798,0.99422,0.96316,0.30174,0.16774,0.88474,0.0010405,0.0010405,0.0010405
183,23264.2,0.40344,0.28817,1.00575,0.99451,0.99811,0.99421,0.96295,0.30163,0.16746,0.88466,0.000991,0.000991,0.000991
184,23385.4,0.40299,0.28818,1.00156,0.99452,0.99821,0.9942,0.96299,0.30158,0.16719,0.88462,0.0009415,0.0009415,0.0009415
185,23506.8,0.39871,0.27878,1.00076,0.99458,0.99795,0.99421,0.96268,0.30163,0.16732,0.88466,0.000892,0.000892,0.000892
186,23628.2,0.40068,0.28373,1.00408,0.9946,0.9979,0.99424,0.96257,0.30149,0.16731,0.88458,0.0008425,0.0008425,0.0008425
187,23749.5,0.39619,0.28773,1.00097,0.99462,0.99786,0.99429,0.96286,0.30145,0.1676,0.88452,0.000793,0.000793,0.000793
